種類,音,番号,レベル1,レベル2,レベル3
単語,び,9,ビーだま,へび,さんびか
単語,び,10,びっくり,ゆび,びりびり
単語,び,11,びっしり,よび,エビフライ
単語,び,12,ビニール,あそび,ひからびる
単語,び,13,びよーん,はなび,くびかざり
単語,び,14,ビートばん,わさび,びしょびしょ
単語,び,15,びよういん,なわとび,ゆびにんぎょう
単語,ぴ,1,ぴゃー,あぴゃ！,ぴゃぴゃっ
単語,ぴ,2,ぴゃっ,うぴゃ！,あぴゃぴゃ
単語,ぴ,3,ぴゃんこ,おぴゃ！,うぴゃぴゃ
単語,ぴ,4,ぴゃんた,く ぴゃ！,はっぴゃく
単語,ぴ,5,ぴゃりん,ちぴゃ！,ろっぴゃく
単語,ぴ,6,ぴゃちょん,はぴゃ！,はっぴゃく えん
単語,ぴ,7,ぴゃっぴー,ふぴゃ！,ろっぴゃく えん
単語,ぴ,8,ぴゃっこりん,ほぴゃ！,はっぴゃく まん
単語,ぴ,9,ぴゃんたろう,わぴゃ！,ろっぴゃく まん
単語,ぴ,10,ぴゃんこたろう,ぴぴゃ！,はっぴゃく まんえん
単語,ぴ,1,ピュア,あぴゅ！,ラピュタ
単語,ぴ,2,ぴゅう,うぴゅ！,ポピュラー
単語,ぴ,3,ぴゅっ,おぴゅ！,ぴゅうぴゅう
単語,ぴ,4,ピューマ,く ぴゅ！,コンピューター
単語,ぴ,5,ピューレ,ふぴゅ！,ポピュリスト
単語,ぴ,6,ピュアなひと,ほぴゅ！,ポピュリズム
単語,ぴ,7,ピュアなこころ,ばぴゅ！,ポピュラリティ
単語,ぴ,8,ピュアタブレット,ぶぴゅ！,ミニコンピューター
単語,ぴ,9,ピュアアンドロイド,ぱぴゅ！,コンピューターゲーム
単語,ぴ,10,ピュアオリーブオイル,ぴゅぴゅ！,コンピューターウイルス
単語,ぴ,1,ぴょこ,あぴょ！,いっぴょう
単語,ぴ,2,ぴょん,うぴょ！,かんぴょう
単語,ぴ,3,ぴょっ,おぴょ！,でんぴょう
単語,ぴ,4,ぴょんこ,く ぴょ！,ねんぴょう
単語,ぴ,5,ぴょんた,ふぴょ！,はっぴょう
単語,ぴ,6,ぴょっと,ほぴょ！,ひんぴょう
単語,ぴ,7,ぴょこたん,むぴょ！,ぴょこぴょこ
単語,ぴ,8,ぴょんきち,もぴょ！,ぴょんぴょん
単語,ぴ,9,ぴょんこりん,ばぴょ！,とっぴょうし
単語,ぴ,10,ぴょんたろう,ぴょぴょ！,はっぴょうかい
単語,ぴ,1,ピザ,あんぴ,コピー
単語,ぴ,2,ピン,オカピ,えんぴつ
単語,ぴ,3,ピアノ,さんぴ,しんぴん
単語,ぴ,4,ピエロ,ざっぴ,スピーチ
単語,ぴ,5,ピラフ,じっぴ,スピード
単語,ぴ,6,ピンク,しんぴ,ハッピー
単語,ぴ,7,ピンチ,だっぴ,ヘアピン
単語,ぴ,8,ピアニカ,ねんぴ,スピーカー
単語,ぴ,9,ピストル,はっぴ,トッピング
単語,ぴ,10,ぴったり,いもけんぴ,ワンピース
単語,ぴ,11,ピーマン,ていねんぴ,あんぜんピン
単語,ぴ,12,ピーナッツ,へびのだっぴ,いろえんぴつ
単語,ぴ,13,ピクニック,く るまのねんぴ,オリンピック
単語,ぴ,14,ピンセット,せいねんがっぴ,グリンピース
単語,ぴ,15,ピーターパン,まつりのはっぴ,チャンピオン
単語,ぴ,1,プロ,おんぷ,エプロン
単語,ぴ,2,プール,カップ,カプセル
単語,ぴ,3,プリン,きっぷ,スプーン
単語,ぴ,4,プリンス,コップ,てんぷら
単語,ぴ,5,プリント,ロープ,グランプリ
単語,ぴ,6,プロペラ,キャップ,シャンプー
単語,ぴ,7,プロレス,キャンプ,せんぷうき
単語,ぴ,8,プチトマト,グループ,ダンプカー
単語,ぴ,9,プラモデル,クレープ,カップスープ
単語,ぴ,10,プリンセス,ジャンプ,ヘリコプター
単語,ぴ,11,プリンター,スコップ,ロープウェー
単語,ぴ,12,プレゼント,トランプ,カップラーメン
単語,ぴ,13,プラスチック,ケチャップ,リップクリーム
単語,ぴ,14,プロやきゅう,チューリップ,グレープジュース
単語,ぴ,15,プラネタリウム,セロハンテープ,シャープペンシル
単語,ふ,1,ふえ,きふ,おふろ
単語,ふ,2,ふく,そふ,スフレ
単語,ふ,3,ふた,ひふ,なふだ
単語,ふ,4,ふね,がく ふ,リフト
単語,ふ,5,ふゆ,ゴルフ,わふく
単語,ふ,6,ふきん,さいふ,アフリカ
単語,ふ,7,ふく ろ,とうふ,あめふり
単語,ふ,8,ふたつ,ナイフ,おうふく
単語,ふ,9,ふつう,ピラフ,おてふき
単語,ふ,10,フライ,もうふ,せいふく
単語,ふ,11,ふうせん,ごまどうふ,だいふく
単語,ふ,12,ふみきり,キックオフ,えびフライ
単語,ふ,13,ふりかけ,コンビーフ,かみふうせん
単語,ふ,14,ふゆやすみ,えびピラフ,パンフレット
単語,ふ,15,フライパン,カッターナイフ,ソフトクリーム
単語,ぶ,1,ぶき,とぶ,あぶら
単語,ぶ,2,ぶし,あそぶ,きぶん
単語,ぶ,3,ぶた,えらぶ,コブラ
単語,ぶ,4,ぶち,さけぶ,たぶん
単語,ぶ,5,ブナ,ならぶ,てぶら
単語,ぶ,6,ぶり,はこぶ,だいぶつ
単語,ぶ,7,ぶいん,しょうぶ,はんぶん
単語,ぶ,8,ぶきみ,グローブ,ぶくぶく
単語,ぶ,9,ぶたい,ストーブ,ぶらぶら
単語,ぶ,10,ぶどう,たけやぶ,ぶるぶる
単語,ぶ,11,ぶんぐ,みみたぶ,ぶんぶん
単語,ぶ,12,ブロック,ごはんつぶ,あぶらあげ
単語,ぶ,13,ぶつぞう,きゅうカーブ,かぶとむし
単語,ぶ,14,ブランコ,クリスマスイブ,ひさしぶり
単語,ぶ,15,ブーメラン,いっぱつしょうぶ,どうぶつえん
単語,へ,1,へい,ごのへ,おへそ
単語,へ,2,へた,く のへ,かへい
単語,へ,3,へび,にのへ,しへい
単語,へ,4,へや,いちのへ,てへん
単語,へ,5,へら,さんのへ,はへん
単語,へ,6,へいき,しちのへ,うみへび
単語,へ,7,へいわ,はちのへ,こうへい
単語,へ,8,へちま,ろく のへ,すいへい
単語,へ,9,へんか,あれ、 ごのへ,たいへん
単語,へ,10,へんじ,ここ、 く のへ,どく へび
単語,へ,11,ヘアピン,そこ、 にのへ,ちへいせん
単語,へ,12,へいじつ,ここがいちのへ,ふこうへい
単語,へ,13,へいたい,あそこがさんのへ,すいへいせん
単語,へ,14,ヘルメット,こちらがしちのへ,ホームヘルパー
単語,へ,15,ヘリコプター,そちらがはちのへ,バームクーヘン
単語,べ,1,べつ,かべ,たべる
単語,べ,2,べに,なべ,とべる
単語,べ,3,ベル,うみべ,あべこべ
単語,べ,4,べろ,おしべ,イベント
単語,べ,5,ベッド,どなべ,かべかけ
単語,べ,6,ベルト,まどべ,くちべに
単語,べ,7,ベンチ,めしべ,しゃべる
単語,べ,8,べんり,かもなべ,ダンベル
単語,べ,9,ベージュ,もつなべ,ならべる
単語,べ,10,ベーコン,よせなべ,べたべた
単語,べ,11,ベランダ,あっかんべ,こどもべや
単語,べ,12,べんきょう,しちならべ,すべりだい
単語,べ,13,べんごし,とりしらべ,ショベルカー
単語,べ,14,べんとう,せいくらべ,エレベーター
単語,べ,15,べっこうあめ,あつりょくなべ,なべやきうどん
単語,ぺ,1,ペア,ほっぺ,オペラ
単語,ぺ,2,ペン,もんぺ,スペア
単語,ぺ,3,ページ,ルーペ,かんぺき
単語,ぺ,4,ペダル,カナッペ,スペイン
単語,ぺ,5,ペット,フラッペ,スペード
単語,ぺ,6,ペルー,あかいほっぺ,プロペラ
単語,ぺ,7,ペンキ,いいだしっぺ,カーペット
単語,ぺ,8,ペリカン,ヘッドルーペ,コッペパン
単語,ぺ,9,ペンギン,いちごフラッペ,スペシャル
単語,ぺ,10,ぺったんこ,サラダカナッペ,こんぺいとう
単語,ぺ,11,ペンダント,スタンドルーペ,サスペンダー
単語,ぺ,12,ペンライト,メロンフラッペ,トランペット
単語,ぺ,13,ペットボトル,レモンフラッペ,ホームページ
単語,ぺ,14,ペットショップ,チーズのカナッペ,スペースシャトル
単語,ぺ,15,ペーパータオル,あかちゃんのほっぺ,ティッシュペーパー
単語,ほ,1,ほか,とほ,えほん
単語,ほ,2,ほし,いかほ,にほん
単語,ほ,3,ほね,いなほ,まほう
単語,ほ,4,ほうき,かく ほ,みほん
単語,ほ,5,ほく ろ,こうほ,よほう
単語,ほ,6,ほこり,こく ほ,けいほう
単語,ほ,7,ほたる,スマホ,ごほうび
単語,ほ,8,ほのお,たいほ,とうほく
単語,ほ,9,ホテル,きょうほ,おほしさま
単語,ほ,10,ほうかご,けいぶほ,ヘッドホン
単語,ほ,11,ほうせき,たかちほ,マンホール
単語,ほ,12,ほんだな,りっこうほ,ユニホーム
単語,ほ,13,ほいく えん,あるきスマホ,てんきよほう
単語,ほ,14,ほうれんそう,きどうかく ほ,ものほしざお
単語,ほ,15,ホットケーキ,ごにんたいほ,おうだんほどう
単語,ぼ,1,ぼう,そぼ,おぼん
単語,ぼ,2,ぼく,えくぼ,ごぼう
単語,ぼ,3,ボス,おうぼ,つぼみ
単語,ぼ,4,ぼち,そふぼ,のぼる
単語,ぼ,5,ぼうし,たんぼ,めんぼう
単語,ぼ,6,ぼうず,とんぼ,ぼちぼち
単語,ぼ,7,ボート,あめんぼ,ぼろぼろ
単語,ぼ,8,ボール,おせいぼ,ぼんぼり
単語,ぼ,9,ボンド,かけいぼ,らんぼう
単語,ぼ,10,ボーナス,ストロボ,ロボット
単語,ぼ,11,ぼうはん,あかとんぼ,こいのぼり
単語,ぼ,12,ぼたもち,あまえんぼ,のぼりぼう
単語,ぼ,13,ボリューム,かくれんぼ,ダンボール
単語,ぼ,14,ぼうかんぐ,くいしんぼ,しょうぼうしゃ
単語,ぼ,15,ぼうふうう,さくらんぼ,てるてるぼうず
単語,ぽ,1,ポイ,いっぽ,いっぽん
単語,ぽ,2,ポスト,コンポ,かんぽう
単語,ぽ,3,ポット,さんぽ,けんぽう
単語,ぽ,4,ポテト,しっぽ,スポーツ
単語,ぽ,5,ポンず,しんぽ,スポンジ
単語,ぽ,6,ポンプ,テンポ,たんぽぽ
単語,ぽ,7,ポイント,のっぽ,てっぽう
単語,ぽ,8,ポケット,かたっぽ,エアポート
単語,ぽ,9,ポスター,からっぽ,サポーター
単語,ぽ,10,ポロシャツ,さきっぽ,ちゃんぽん
単語,ぽ,11,ポリぶく ろ,ゆたんぽ,スポーツカー
単語,ぽ,12,ポルトガル,あといっぽ,トランポリン
単語,ぽ,13,ポップコーン,かしてんぽ,スイートポテト
単語,ぽ,14,ポテトチップ,アップテンポ,フライドポテト
単語,ぽ,15,ポイントカード,えびのしっぽ,フルーツポンチ
単語,ま,1,まえ,うま,あまり
単語,ま,2,まち,く ま,きまり
単語,ま,3,まめ,こま,なまえ
単語,ま,4,まる,ひま,あまえる
単語,ま,5,まご,ごま,あんまん
単語,ま,6,マイク,あたま,しまうま
単語,ま,7,まえば,こぐま,しまりす
単語,ま,8,まく ら,さんま,にく まん
単語,ま,9,まほう,すきま,かたまり
単語,ま,10,まんが,だるま,ひまわり
単語,ま,11,マント,ふすま,ピーマン
単語,ま,12,マッチ,おてだま,さつまいも
単語,ま,13,マカロニ,く ろごま,まえまわり
単語,ま,14,まんげつ,すりごま,みずたまり
単語,ま,15,マヨネーズ,シャボンだま,おまわりさん
単語,み,1,みゃあ,うみゃ！,こうみゃく
単語,み,2,みゃく,く みゃ！,さんみゃく
単語,み,3,みゃく あつ,ふみゃ！,すいみゃく
単語,み,4,みゃく うつ,へみゃ！,どうみゃく
単語,み,5,みゃく どう,ほみゃ！,ようみゃく
単語,み,6,みゃく はく,ぐみゃ！,かざんみゃく
単語,み,7,みゃく らく,ぶみゃ！,じょうみゃく
単語,み,8,ミャンマー,ぷみゃ！,ふせいみゃく
単語,み,9,ミャンマーご,ぽみゃ！,みゃあみゃあ
単語,み,10,ミャンマーじん,きてみゃ,みゃく みゃく
単語,み,1,みゅう,うみゅ！,バミューダ
単語,み,2,ミュート,く みゅ！,コミュニティ
単語,み,3,ミューズ,ふみゅ！,みゅうみゅう
単語,み,4,ミュール,ほみゅ！,アミューズメント
単語,み,5,ミュンヘン,むみゅ！,シミュレーション
単語,み,6,ミュージアム,ぐみゅ！,バミューダパンツ
単語,み,7,ミュージカル,ごみゅ！,コミュニケーション
単語,み,8,ミュージック,ぶみゅ！,コミュニティセンター
単語,み,9,ミュージシャン,ぷみゅ！,アミューズメントパーク
単語,み,10,ミュージカルスター,ぽみゅ！,シミュレーションゲーム
単語,み,1,みょう,うみょ！,きみょう
単語,み,2,みょうが,く みょ！,びみょう
単語,み,3,みょうじ,ぬみょ！,こうみょう
単語,み,4,みょうり,ふみょ！,じゅみょう
単語,み,5,みょうあん,ほみょ！,しんみょう
単語,み,6,みょうこう,もみょ！,ぜつみょう
単語,み,7,みょうにち,ぐみょ！,だいみょう
単語,み,8,みょうごにち,ぶみょ！,ほんみょう
単語,み,9,みょうじょう,ぷみょ！,だいみょうじん
単語,み,10,みょうちょう,ぽみょ！,へいきんじゅみょう
単語,み,1,みせ,あみ,こみち
単語,み,2,みそ,うみ,あみど
単語,み,3,みち,かみ,おみせ
単語,み,4,みず,せみ,ひみつ
単語,み,5,みぞ,グミ,ゆみや
単語,み,6,みかん,ごみ,あみもの
単語,み,7,みどり,あじみ,うみねこ
単語,み,8,みらい,かがみ,おみまい
単語,み,9,みずぎ,はさみ,かみのけ
単語,み,10,みんな,たたみ,きみどり
単語,み,11,みかづき,つぼみ,はちみつ
単語,み,12,みけねこ,おりがみ,よりみち
単語,み,13,みずいろ,みつあみ,おおみそか
単語,み,14,みつばち,おてがみ,かがみもち
単語,み,15,ミーアキャット,たのしみ,ミンミンゼミ
単語,む,1,むし,のむ,さむい
単語,む,2,むら,ふむ,ねむい
単語,む,3,むり,よむ,けむり
単語,む,4,むしば,ガム,かんむり
単語,む,5,むかで,ジャム,こむぎこ
単語,む,6,むすこ,つかむ,おむかえ
単語,む,7,むすめ,はさむ,かわむき
単語,む,8,むらさき,チーム,かぶとむし
単語,む,9,むしよけ,ビーム,かたつむり
単語,む,10,むしぱん,チャイム,こっちむき
単語,む,11,むぎちゃ,いちごジャム,あっちむき
単語,む,12,むずかしい,りんごジャム,でんでんむし
単語,む,13,むしめがね,アイスクリーム,てんとうむし
単語,む,14,むじんとう,ソフトクリーム,クリームパン
単語,む,15,むぎちょこ,ジャングルジム,あっちむいてほい
単語,め,1,めす,あめ,ごめん
単語,め,2,めいろ,うめ,カメラ
単語,め,3,めがね,かめ,おめん
単語,め,4,メダル,こめ,しめる
単語,め,5,めだか,つめ,とめる
単語,め,6,メロン,まめ,あめだま
単語,め,7,めざまし,ゆめ,あめふり
単語,め,8,めじるし,すずめ,アメリカ
単語,め,9,めんどり,つばめ,うめぼし
単語,め,10,めだまやき,わかめ,つめきり
単語,め,11,めんたいこ,えだまめ,まめまき
単語,め,12,メンチカツ,おりひめ,ラーメン
単語,め,13,メロンソーダ,かぐやひめ,きんメダル
単語,め,14,めざましどけい,おやゆびひめ,ぎんメダル
単語,め,15,メリーゴーランド,しらゆきひめ,マスクメロン
単語,も,1,もち,いも,おもり
単語,も,2,もり,かも,く もり
単語,も,3,もじ,く も,すもう
単語,も,4,もうふ,ひも,ひもの
単語,も,5,もぐら,いつも,あしもと
単語,も,6,もっと,こども,いきもの
単語,も,7,もなか,マリモ,く だもの
単語,も,8,もみじ,あまぐも,しゃもじ
単語,も,9,もやし,かるがも,たべもの
単語,も,10,ものさし,ちっとも,ともだち
単語,も,11,もく ようび,さといも,のりもの
単語,も,12,モノレール,さつまいも,もちもの
単語,も,13,モンスター,じゃがいも,おもてなし
単語,も,14,もういっかい,ひこうきぐも,こもりうた
単語,も,15,もめんどうふ,いしやきいも,ももたろう
単語,や,1,やく,おや,おやこ
単語,や,2,やま,こや,おやつ
単語,や,3,やかん,へや,はやい
単語,や,4,やさい,こめや,はやし
単語,や,5,やすい,こんや,もやし
単語,や,6,やすみ,パンや,あやとり
単語,や,7,やすむ,はなや,おみやげ
単語,や,8,やきいも,ほんや,おやゆび
単語,や,9,やきとり,てれや,すやすや
単語,や,10,やきそば,いぬごや,たこやき
単語,や,11,やきにく,く すりや,なつやすみ
単語,や,12,やく そく,ちちおや,かぐやひめ
単語,や,13,やさしい,ははおや,おやゆびひめ
単語,や,14,やどかり,おもちゃや,おばけやしき
単語,や,15,やわらかい,はずかしがりや,ひやしちゅうか
単語,ゆ,1,ゆか,あゆ,あゆみ
単語,ゆ,2,ゆき,おゆ,かゆい
単語,ゆ,3,ゆげ,つゆ,こゆび
単語,ゆ,4,ゆび,ふゆ,じゆう
単語,ゆ,5,ゆめ,まゆ,まゆげ
単語,ゆ,6,ゆびわ,おかゆ,りゆう
単語,ゆ,7,ゆぶね,まふゆ,おやゆび
単語,ゆ,8,ゆらす,ラーゆ,こなゆき
単語,ゆ,9,ゆれる,しょうゆ,つゆだく
単語,ゆ,10,ゆっく り,おとこゆ,つゆどき
単語,ゆ,11,ユーカリ,おんなゆ,なかゆび
単語,ゆ,12,ゆうしょう,てんつゆ,く すりゆび
単語,ゆ,13,ゆきだるま,めんつゆ,ふゆやすみ
単語,ゆ,14,ゆでたまご,しょうがゆ,しらゆきひめ
単語,ゆ,15,ゆうびんきょく,たまごがゆ,ひとさしゆび
単語,よ,1,よこ,あんよ,つよい
単語,よ,2,よる,つきよ,まよこ
単語,よ,3,よごれ,あのよ,まよう
単語,よ,4,よだれ,このよ,いよいよ
単語,よ,5,よてい,いいよ,かようび
単語,よ,6,よなか,みてよ,どようび
単語,よ,7,よやく,やるよ,なかよし
単語,よ,8,よろい,あまいよ,まよなか
単語,よ,9,よわい,そうだよ,ヨーヨー
単語,よ,10,ヨット,できるよ,さようなら
単語,よ,11,ようかい,はしるよ,にちようび
単語,よ,12,ようふく,おいしいよ,びよういん
単語,よ,13,ようちえん,かわいいよ,マヨネーズ
単語,よ,14,ヨーグルト,こっちだよ,かいすいよく
単語,よ,15,ヨーロッパ,たのしいよ,みずようかん
単語,ら,1,らく,うら,からだ
単語,ら,2,らん,えら,きらい
単語,ら,3,ラスク,く ら,く らい
単語,ら,4,らっぱ,にら,たらい
単語,ら,5,ラーメン,さら,ゆらい
単語,ら,6,ライむぎ,そら,のらいぬ
単語,ら,7,ラムしゅ,わら,ほらふき
単語,ら,8,ライオン,く じら,きらきら
単語,ら,9,らんぼう,こちら,おすライオン
単語,ら,10,ラッキー,さく ら,さく らいろ
単語,ら,11,らっかせい,たいら,そらのうえ
単語,ら,12,ラズベリー,やぐら,わらのいえ
単語,ら,13,ラスベガス,あおぞら,マーライオン
単語,ら,14,ランドセル,ざとうく じら,みそラーメン
単語,ら,15,ランニングシューズ,しだれざく ら,こちょうらん
単語,り,1,りゃく,ありゃ！,がいりゃく
単語,り,2,りゃく が,うりゃ！,かんりゃく
単語,り,3,りゃく ご,おりゃ！,けいりゃく
単語,り,4,りゃく じ,こりゃ！,こうりゃく
単語,り,5,りゃく ず,せりゃ！,さく りゃく
単語,り,6,りゃく ごう,そりゃ！,しんりゃく
単語,り,7,りゃく しき,ほりゃ！,ぜんりゃく
単語,り,8,りゃく だつ,みりゃ！,ほうりゃく
単語,り,9,りゃく れき,やりゃ！,しょうりゃく
単語,り,10,りゃく しょう,どりゃ！,こうりゃく ぼん
単語,り,1,りゅう,うりゅ！,かりゅう
単語,り,2,りゅうき,く りゅ！,きりゅう
単語,り,3,りゅうぎ,すりゅ！,トリュフ
単語,り,4,りゅうし,とりゅ！,いちりゅう
単語,り,5,りゅういき,にりゅ！,ボリューム
単語,り,6,りゅうがく,むりゅ！,でんりゅう
単語,り,7,りゅうこう,ぐりゅ！,きょうりゅう
単語,り,8,りゅうひょう,づりゅ！,にとうりゅう
単語,り,9,りゅうがく せい,ばりゅ！,きゅうりゅうく だり
単語,り,10,リュックサック,ロウリュ,いちりゅうせんしゅ
単語,り,1,りょう,うりょ！,しりょく
単語,り,2,りょひ,おりょ！,どりょく
単語,り,3,りょかん,ぬりょ！,みりょく
単語,り,4,りょこう,ねりょ！,ちりょう
単語,り,5,りょうて,へりょ！,むりょう
単語,り,6,りょうり,ほりょ,あく りょく
単語,り,7,りょうかい,えんりょ,たいりょく
単語,り,8,りょうきん,そうりょ,ざいりょう
単語,り,9,りょうめん,はいりょ,ちょうみりょう
単語,り,10,りょうしゅうしょ,はんりょ,かいがいりょこう
単語,り,1,りす,あり,ぬりえ
単語,り,2,りく,とり,ゴリラ
単語,り,3,りか,く り,クリア
単語,り,4,りんご,おり,アメリカ
単語,り,5,リズム,かざり,おりがみ
単語,り,6,りぼん,きゅうり,ざりがに
単語,り,7,りゆう,く もり,きりかぶ
単語,り,8,リモコン,ひかり,のりもの
単語,り,9,リビング,みどり,プリント
単語,り,10,りっきょう,ひだり,ありがとう
単語,り,11,リサイクル,おにぎり,おく りもの
単語,り,12,リクエスト,かみなり,きりぎりす
単語,り,13,リコーダー,にわとり,クリスマス
単語,り,14,リハーサル,かたつむり,シュークリーム
単語,り,15,りんごジュース,こいのぼり,ヘリコプター
単語,る,1,るす,はる,いるか
単語,る,2,るい,まる,く るま
単語,る,3,ルビー,く る,だるま
単語,る,4,ルパン,つる,ひるね
単語,る,5,ループ,さる,ミルク
単語,る,6,ルーム,かえる,アルバム
単語,る,7,ルーペ,あひる,はるかぜ
単語,る,8,るいせん,パズル,かざぐるま
単語,る,9,るすばん,タオル,く るまいす
単語,る,10,るりいろ,のぼる,ボールペン
単語,る,11,るすたく,ルール,ヨーグルト
単語,る,12,ルーマニア,サンダル,ぬいぐるみ
単語,る,13,ルーレット,トンネル,ヘルメット
単語,る,14,ルームライト,ランドセル,ゆきだるま
単語,る,15,るすばんでんわ,パイナップル,てるてるぼうず
単語,れ,1,れつ,はれ,テレビ
単語,れ,2,レジ,すみれ,うれしい
単語,れ,3,れい,あられ,オムレツ
単語,れ,4,れつ,みぞれ,オレンジ
単語,れ,5,レタス,といれ,かく れる
単語,れ,6,れんが,よだれ,く れよん
単語,れ,7,れんげ,うりきれ,ぎょうれつ
単語,れ,8,レモン,おしいれ,カレンダー
単語,れ,9,れんこん,きまぐれ,プレゼント
単語,れ,10,れいぞうこ,こまぎれ,ながれぼし
単語,れ,11,れんしゅう,しなぎれ,わすれもの
単語,れ,12,レストラン,ゆうぐれ,ほうれんそう
単語,れ,13,レターケース,がけく ずれ,エレベーター
単語,れ,14,レインコート,さつきばれ,エスカレーター
単語,れ,15,れいとうしょく ひん,なかまはずれ,デコレーション
単語,ろ,1,ろば,いろ,ひろば
単語,ろ,2,ろく,しろ,とろろ
単語,ろ,3,ロープ,く ろ,しろく ま
単語,ろ,4,ロシア,うしろ,マカロニ
単語,ろ,5,ろうか,きいろ,いろいろ
単語,ろ,6,ロボット,おふろ,よろこぶ
単語,ろ,7,ろうそく,だんろ,どろぼう
単語,ろ,8,ろうじん,どうろ,おもしろい
単語,ろ,9,ロンドン,ピエロ,プログラム
単語,ろ,10,ろせんバス,めいろ,パイロット
単語,ろ,11,ロールパン,はいいろ,いろえんぴつ
単語,ろ,12,ロープウェイ,いしころ,く ろこしょう
単語,ろ,13,ろく せんえん,てぶく ろ,とうもろこし
単語,ろ,14,ろっぴゃく えん,かみぶく ろ,もんしろちょう
単語,ろ,15,ローラースケート,こうそく どうろ,きいろすずめばち
単語,わ,1,わき,あわ,いわし
単語,わ,2,わく,いわ,うわぎ
単語,わ,3,わし,かわ,おわり
単語,わ,4,わた,せわ,こわい
単語,わ,5,わに,びわ,すわる
単語,わ,6,わかめ,うきわ,ちゃわん
単語,わ,7,わゴム,うちわ,うわぐつ
単語,わ,8,わさび,ちくわ,かわいい
単語,わ,9,わたし,でんわ,くわがた
単語,わ,10,わなげ,ゆびわ,しあわせ
単語,わ,11,わすれる,うちがわ,にわとり
単語,わ,12,わたあめ,そとがわ,ひまわり
単語,わ,13,わりばし,つりかわ,おおさわぎ
単語,わ,14,ワイシャツ,あまのがわ,かしわもち
単語,わ,15,ワンピース,むこうがわ,まちあわせ
単語,ん,1,,ぱん,みんな
単語,ん,2,,あん,まんが
単語,ん,3,,かん,さんか
単語,ん,4,,ほん,でんわ
単語,ん,5,,ペン,かんたん
単語,ん,6,,きん,てんぷら
単語,ん,7,,ぎん,えんぴつ
単語,ん,8,,けん,けんだま
単語,ん,9,,みかん,せんせい
単語,ん,10,,ごはん,もんだい
単語,ん,11,,やかん,にんにく
単語,ん,12,,ふとん,ほうせんか
単語,ん,13,,ラーメン,しんぶんし
単語,ん,14,,おばさん,ぱんやさん
単語,ん,15,,おじさん,ひとあんしん
